# Combined results from the directory /RESULTS/primary/QqN1/results/
# M1	M2	r
1060	372	2.65947977005
1048	240	3.59888061185
1048	300	3.2818008521
1048	660	0.433061888675
1048	360	2.91929656994
1048	480	1.90280568045
1048	420	2.48123737206
1048	600	0.569402438472
1048	540	0.751719745411
1048	120	4.50114156745
1048	180	3.9163866154
1048	60	4.38820663457
1036	0	4.79384622094
1024	588	0.605481403968
1024	648	0.392782903466
1024	168	4.34712920797
1024	528	0.818229443183
1024	468	1.83704005644
1024	408	2.39478903147
1024	348	3.12342499117
1024	108	4.63977484343
1024	48	4.66032098036
1024	288	3.76780868597
1024	228	4.12654088618
1012	636	0.41958262319
1012	576	0.704848329616
1012	516	0.918081632941
1012	696	0.360492685826
1012	456	1.09717812442
1012	396	2.55728813865
1012	336	3.57804237339
1012	276	3.94160352458
1084	48	3.5529728284
1036	12	4.77843086124
1072	696	0.314027311691
1072	96	3.85996187785
1072	576	0.686808871186
1072	276	3.12849377139
1072	336	3.0468084889
1072	36	3.68071774159
1072	156	3.47602857989
1072	636	0.465938256006
1072	396	2.67969289447
1072	516	1.48890069153
1072	216	3.28685665056
1072	456	1.92301619872
1024	660	0.38086776575
1024	600	0.596456825818
1024	180	4.60382205114
1024	420	2.47105398397
1024	480	0.980349055648
1024	360	3.05705398734
1024	540	0.791007536223
1024	60	4.67573138085
1024	300	3.60909973583
1024	120	4.63463849997
1024	240	4.0188718634
1060	84	3.97292868884
1060	24	4.00368344957
1060	144	3.54274320458
1060	684	0.328869545671
1060	264	3.40974637426
1060	324	3.09804157537
1060	624	0.506396885065
1060	504	0.904574972695
1060	444	2.21204518743
1060	204	3.72189755181
1060	564	0.683833627188
1060	384	2.60856129085
1024	0	4.71169162145
1012	648	0.373388802236
1012	588	0.560331541988
1012	528	0.848411001573
1012	468	0.984804384902
1048	672	0.346666500164
1048	312	3.51189462957
1048	252	3.4760864349
1012	348	3.3479028206
1012	288	3.99285016747
1048	612	0.528866881312
1048	432	2.22717750732
1048	132	4.44466917782
1048	372	2.84280359143
1012	408	2.57255428599
1048	552	0.742657638908
1048	192	3.80367772185
1048	72	4.54735344797
1048	492	1.74608225873
1036	24	4.93775413255
1024	672	0.339240683807
1024	612	0.528864442207
1024	432	2.23224326593
1024	492	0.940911956944
1024	552	0.759269503607
1024	372	2.86828419524
1024	192	4.37278932507
1024	72	4.79903880036
1084	60	4.92321890002
1024	132	4.62950223306
1024	312	3.46072584538
1024	252	3.93174159079
1024	12	4.61409389288
1084	0	3.68605177787
1012	480	0.975701450534
1012	660	0.368925653461
1012	600	0.608430421175
1012	540	0.869605335298
1012	420	2.63363492867
1012	360	3.01592572087
1012	300	3.76231782578
1072	108	3.65512193343
1072	588	0.632563426833
1072	348	2.87334882892
1072	648	0.470426577983
1072	288	3.12849377139
1072	48	5.32079840647
1072	168	3.86508497793
1072	408	2.47102425268
1072	528	0.816706870328
1072	228	3.42999862836
1072	468	1.85218813624
1060	96	3.78847397013
1060	36	3.92167843987
1060	696	0.328869545671
1060	276	3.29727362016
1060	156	3.80896253415
1060	636	0.424121490844
1060	456	1.99908154431
1060	216	3.82433002767
1060	516	0.789533056732
1060	336	3.14400031785
1060	396	2.54748244436
1060	576	0.664235674158
1048	684	0.322924106404
1048	624	0.479414081892
1048	324	3.39426068183
1048	564	0.697377874736
1048	444	2.21195067844
1048	384	2.52193287721
1048	144	4.52681404169
1048	264	3.61423443078
1048	504	0.843957316205
1048	84	4.33175412292
1048	204	3.96763370649
1084	12	5.25689102383
1084	72	5.05150205667
1072	120	3.55788276205
1072	360	2.72044303042
1072	600	0.616006059144
1072	660	0.431561314338
1072	300	3.14381366572
1072	60	3.77800599854
1072	240	3.47091367208
1072	540	0.732075529967
1072	420	2.36934874923
1072	480	1.67032672948
1072	180	3.43511259631
1072	0	3.77800599854
1060	108	3.79359595761
1060	48	3.9011810643
1060	288	3.2563893589
1060	648	0.440549465709
1060	528	0.766860375956
1060	468	1.88770735153
1060	168	3.57344580379
1060	228	3.61950723302
1060	588	0.665742822858
1060	408	2.21204518743
1060	348	2.96023317146
1048	696	0.278537752574
1048	636	0.479414081892
1048	396	2.44055400049
1048	276	3.64494503122
1048	576	0.679281043249
1048	516	0.883325712864
1048	336	3.30735463574
1048	456	1.94329510793
1048	156	4.3830741707
1048	96	4.29583510755
1048	216	3.91126244134
424	420	2.72735552684
424	432	0.0
424	360	5.10005357971
424	300	5.50813988153
424	240	6.33547829294
424	180	8.54128419944
400	384	4.31222866293
424	60	13.0316746896
424	120	10.9883112724
400	324	6.49726023574
400	264	5.70769878056
400	204	7.49744368666
436	84	12.0482973186
412	408	3.07150252032
412	420	0.0
412	348	5.80633725793
412	288	5.73292215291
412	168	9.15359874439
412	48	13.4956386392
412	228	6.61296412528
412	108	11.7306417193
424	372	5.0954698778
424	312	5.21007296273
424	252	5.81073926459
1312	372	1.9698631511
1324	384	1.60400202583
1324	324	1.92642084852
1324	444	1.54927727789
1324	504	1.30368731808
1324	264	1.97455943473
1324	144	1.88920872588
1324	204	1.97455943473
1336	156	1.82569978244
1324	684	0.573802581349
1336	36	2.01630104556
1336	96	1.87763136676
1324	624	0.803878573502
1324	564	1.07295540951
1336	216	1.90626171969
1360	660	0.648574873723
1360	360	1.66520259236
1360	540	0.731726538321
1360	600	0.977216885265
1360	480	1.38339503271
1360	300	1.69843463298
1372	72	1.72829111071
1360	420	1.42199782978
1372	12	1.74928195644
1348	108	1.8195956819
1336	696	0.628910904559
1348	48	2.01341781564
1348	228	1.70677947273
1336	516	1.41504124093
1336	576	0.835960097258
1348	648	0.650807695204
1336	636	0.707020735933
1348	168	1.61827962105
1336	276	2.04720903316
1336	456	1.43410734156
1360	0	1.96918405889
1336	396	1.62511774557
1360	60	1.64630051893
1360	120	1.69875901968
1348	528	1.26344832757
1348	348	1.60116157207
1348	288	1.84519512887
1348	468	1.34028493192
1336	336	1.66977135422
1384	204	1.64721919866
1360	240	1.6088574269
1348	588	1.13371180338
1360	180	1.48173210359
1348	408	1.57145933747
1384	384	1.16082977904
1384	624	0.965037325127
1384	144	1.68631166026
1384	324	1.41855288992
1384	504	1.16499112652
1384	24	1.77108802723
1384	444	1.30358319176
1372	672	0.788030828512
1384	264	1.47160233229
1372	552	1.02692826327
1372	132	1.68632888157
1372	372	1.34442563961
1372	432	1.42669169292
1372	492	1.35984141365
1384	84	1.87556243861
1372	192	1.58154234533
1372	612	0.925043222904
1372	312	1.30305879847
1372	252	1.52572993724
1384	564	0.998291430683
1408	348	1.18992965455
1408	588	1.02525427248
1408	288	1.34736496659
1396	156	1.49040445463
1408	228	1.46575801818
1408	168	1.58438821757
1396	696	0.510499845404
1408	108	1.59004274753
1396	456	1.2308632215
1408	48	1.59569775553
1408	528	1.03352266215
1408	408	1.10021462938
1396	396	1.41381049446
1408	468	1.1992170643
1396	516	1.21750081403
1396	276	1.33918835303
1396	336	1.1824079416
1396	576	0.880344694076
1384	684	0.546709151582
1396	636	0.814175440626
1396	216	1.50857777958
1396	36	1.69667605591
1312	432	1.73374125614
1396	96	1.73314241586
1312	672	0.637887942005
1312	612	0.754248454418
1324	24	2.10332756698
1324	84	1.99153560465
1312	552	0.865208331145
1312	492	1.46911058266
1312	384	1.79269965914
1324	396	1.75473858141
1324	336	1.76159823028
1324	516	1.38541973231
1324	456	1.61769088568
1324	216	1.92642084852
1324	276	1.97455943473
1324	156	1.87062003493
1312	252	1.88861165065
1324	696	0.506556547659
1336	108	1.77380850663
1312	312	1.91076275119
1336	48	1.88629043814
1336	168	1.81704839341
1324	576	0.744150770526
1336	228	2.12418241477
1324	636	0.668302191971
1360	372	1.44439897756
1360	672	0.607088846423
1360	552	1.15238779862
1372	24	1.78428073591
1360	492	1.38339503271
1360	312	1.81486095393
1360	612	1.004531808
1360	432	1.58219021257
1372	84	1.70031336888
1384	216	1.60164070989
1384	636	0.846544230725
1384	156	1.67327830934
1384	336	1.34834604282
1384	516	1.26053098354
1384	396	1.46652237391
1384	576	1.10299564434
1384	456	1.38499651734
1384	276	1.54308828366
1348	0	1.93259732494
1384	96	1.73194784654
1348	660	0.594538150418
1348	120	1.77928203384
1336	588	0.803047234927
1360	252	1.63132050266
1336	468	1.65063042565
1348	180	1.68263033464
1360	132	1.73625568019
1348	360	1.70224719401
1336	648	0.71459124291
1348	300	1.68439790225
1336	528	1.30079290486
1372	144	1.63042097147
1348	60	2.02150444656
1348	600	0.986802431892
1360	72	1.67627145604
1360	12	1.92404422043
1348	480	1.48243659414
1336	408	1.61874112642
1336	288	2.07927361501
1348	240	1.76316336026
1336	348	1.68253497986
1372	684	0.536779505389
1372	324	1.32389144302
1372	564	0.970853724879
1348	540	1.21622651205
1384	36	1.77108802723
1372	504	1.31360721209
1372	384	1.53999149813
1312	396	1.67483476282
1372	204	1.58852260799
1348	420	1.50616331439
1360	192	1.56395690133
1372	624	0.935217752
1372	444	1.45757129691
1372	264	1.47693889091
1408	360	1.41125037758
1408	600	0.983937978239
1408	300	1.36989642029
1408	540	1.07488921333
1408	60	1.68057864763
1408	180	1.58438821757
1408	120	1.43190602351
1408	240	1.51657205262
1408	480	1.1328680735
1408	420	1.13383480063
1408	0	1.52222065014
1396	168	1.51463678612
1396	468	1.29326627502
1396	408	1.36913593631
1396	648	0.514021135674
1384	696	0.499465584585
1396	528	1.09296326673
1396	48	1.73314241586
1396	288	1.37544137398
1396	588	0.964358367999
1396	108	1.76962690474
1396	348	1.16435363961
1396	228	1.40567149901
1324	408	1.76159823028
1312	444	1.63069051873
1324	348	1.67932731558
1312	684	0.571229122917
1324	36	2.06604549474
1312	624	0.72220024132
1324	96	2.05672776014
1312	564	0.929604059215
1312	504	1.53515558198
1324	528	1.26287520595
1324	468	1.43315974487
1324	228	1.99519877466
1324	288	1.95392517105
1324	168	2.0194681713
1324	588	0.79844434029
1336	120	1.84300591136
1336	0	1.95560092031
1336	180	1.60115114331
1336	60	1.73923753926
1336	240	1.99592915023
1324	648	0.730591873674
1360	684	0.596182453491
1360	384	1.31767797184
1360	564	1.01546389628
1360	324	1.81486095393
1360	504	1.40545053083
1372	96	1.77027914237
1372	36	1.81929663946
1360	444	1.4882340103
1360	624	0.642020206695
1312	408	1.74847608761
1384	228	1.47160233229
1384	168	1.60814994104
1384	648	0.841814071264
1384	588	0.884413124273
1384	348	1.34834604282
1384	468	1.32272863097
1384	528	1.07441257353
1384	288	1.53008430496
1384	108	1.73846972825
1384	408	1.39458213572
1348	12	1.96491538889
1372	156	1.65138072692
1348	672	0.632037462658
1336	660	0.684320913558
1372	336	1.46786796771
1348	132	1.90029314569
1336	600	0.775221427277
1372	696	0.538808273455
1336	480	1.59324095822
1360	264	1.79821813769
1372	216	1.46997227587
1372	516	1.19564204575
1348	372	1.65465907242
1372	276	1.73613508183
1336	420	1.61236513457
1372	576	0.996331095422
1348	192	1.8276612708
1372	396	1.34473349079
1348	312	1.72010089914
1372	456	1.38554384688
1360	24	1.96165896012
1360	144	1.73625568019
1348	252	1.76316336026
1384	48	1.78413943765
1336	540	1.21212318949
1348	72	1.77122220614
1336	300	1.93827494894
1372	636	0.603822328548
1348	432	1.51803018975
1348	492	1.28116900227
1348	612	1.05724394916
1336	360	1.75916573592
1348	552	1.21622651205
1360	84	1.80380257055
1360	204	1.84260645312
1408	372	1.32800812019
1408	612	0.922048118668
1408	552	1.00459070821
1408	72	1.539169484
1408	312	1.37553076966
1408	192	1.45447184109
1408	492	1.14944684831
1408	252	1.39807400793
1408	132	1.4883367903
1408	432	1.12822947616
1324	420	1.50143484567
1408	12	1.55047121455
1324	360	1.89892587377
1396	180	1.50857777958
1396	480	1.31110890584
1396	420	1.43168928067
1396	660	0.517542989147
1396	0	1.77570937778
1396	540	1.08408081404
1396	60	1.68452472684
1396	360	1.17037086387
1396	300	1.3331486982
1396	600	0.959931452727
1396	240	1.34522873413
1396	120	1.62987001912
1324	540	0.860987964095
1324	480	1.39905516883
1324	300	1.96080269023
1324	180	1.7313744745
1324	240	2.05714651378
1312	456	1.80744708474
1312	696	0.61178013746
1312	264	2.06599284668
1312	420	1.652758736
1312	636	0.70182447105
1324	108	2.03809568115
1312	516	1.58657811782
1324	48	2.16861299686
1312	576	0.8593595077
1312	324	2.05859436994
1324	600	0.782146837267
1336	252	1.76555532512
1336	12	1.91227403838
1336	132	1.89495057846
1336	192	1.60115114331
1324	660	0.671007523709
1336	72	1.85166063642
1360	516	1.19630170195
1360	696	0.591821235011
1360	396	1.27303675147
1360	576	1.1085196566
1360	456	1.43303202024
1360	336	1.76494280173
1372	108	1.7143007899
1372	48	1.68632888157
1360	636	0.585280866749
1384	180	1.5691046923
1384	420	1.41855288992
1384	540	1.10776139081
1384	600	0.98403587102
1384	120	1.69282927242
1384	480	1.19840856356
1384	660	0.870206624
1384	360	1.50012244894
1384	300	1.4456298074
1384	240	1.45212178754
1324	432	1.63138274093
1324	372	1.83709737124
1372	348	1.60703339271
1372	588	1.02182693625
1372	228	1.52572993724
1372	648	0.613996136459
1384	0	1.79066600727
1372	528	1.13421243873
1372	288	1.84991902646
1372	168	1.68632888157
1348	24	1.98107952623
1372	468	1.37012097814
1348	144	1.78734283707
1372	408	1.52968323232
1336	492	1.42139585508
1384	60	1.7776134433
1336	612	0.765108532476
1336	552	1.33250215516
1336	432	1.59961504689
1336	672	0.646528757282
1348	564	1.23392891207
1348	204	1.7309379231
1348	264	1.61827962105
1336	312	1.81029781537
1348	684	0.636728775496
1348	84	1.96491538889
1348	444	1.42908673733
1348	624	0.681336751429
1408	624	0.835589991375
1348	504	1.3580333428
1408	444	1.12262492936
1360	36	1.92404422043
1408	204	1.49398280353
1348	384	1.72010089914
1360	96	1.73625568019
1360	156	1.83384446817
1360	276	1.58640283636
1336	372	1.54864050997
1408	564	0.992197749729
1408	84	1.5617749272
1408	264	1.35299693145
1408	504	1.08730695501
1408	324	1.27420582409
1360	216	1.63881005156
1408	384	1.36129160795
1348	324	1.79751639569
1408	24	1.55047121455
1408	144	1.51657205262
1396	192	1.61166157287
1396	492	1.20414193976
1396	672	0.521065400363
1396	432	1.1551905494
1396	612	0.558083089919
1396	12	1.72706341553
1396	252	1.30296148298
1396	372	1.15833730025
1396	552	1.09740518089
1396	132	1.55706671957
1396	72	1.78179233722
1396	312	1.45404476267
1324	552	1.249279584
1324	492	1.47411450883
1324	192	2.16048763945
1324	252	2.06403229036
1324	312	1.8920536132
1324	612	0.844661934554
1336	264	1.95748872901
1324	672	0.662892361412
1336	204	1.86897337129
1336	144	1.90361178082
1336	24	1.89495057846
1312	468	1.50579232698
1336	84	1.94693348664
1360	588	1.12496468864
1360	528	1.333802752
1360	648	0.607088846423
1360	348	1.66520259236
1360	408	1.4827115291
1372	0	1.76327938257
1360	468	1.46614709582
1372	120	1.67234736255
1372	60	1.82630183362
1324	0	2.02878135138
1312	648	0.698914867778
1324	120	2.05672776014
1312	528	0.979433592877
1324	60	2.01015614841
1312	588	0.792166975218
1384	132	1.7580389421
1384	612	0.611112604352
1384	372	1.53854333212
1384	192	1.58211705596
1384	672	0.554277353247
1384	252	1.67979467141
1384	312	1.37427032727
1384	432	1.33709207932
1384	492	1.20796074568
1384	552	1.07917504368
1432	192	1.36704545953
1432	252	1.39642712707
1432	312	1.18133192727
1372	360	1.45242360656
1372	600	0.904704057193
1372	480	1.35470234338
1372	240	1.59550367831
1384	12	1.82330738088
1372	300	1.36558473711
1372	540	1.07287147891
1372	660	0.563167773522
1372	420	1.46786796771
1384	72	1.83636785475
1372	180	1.56758426322
1336	684	0.626395070189
1408	456	1.34464757574
1348	156	1.70677947273
1336	444	1.63149498851
1408	96	1.539169484
1348	36	1.95683458909
1408	396	1.24072943211
1336	564	1.193146001
1408	156	1.5787341681
1336	624	0.689363775892
1408	276	1.33610285536
1348	576	1.09839973691
1408	636	0.815040006535
1336	504	1.30713306804
1348	216	1.77122220614
1408	516	1.08316731772
1408	576	0.979808760596
1408	336	1.33047271624
1408	36	1.55047121455
1408	216	1.43190602351
1348	276	1.7677318654
1348	96	1.93259732494
1348	456	1.31071808052
1336	384	1.53590347928
1348	696	0.540737764687
1336	324	1.69530098054
1348	636	0.707194173765
1360	48	1.87141442966
1360	288	1.64305634677
1360	108	1.74375757235
1360	168	1.57143790721
1348	516	1.19853122363
1348	396	1.67250085922
1360	228	1.57143790721
1348	336	1.64871282785
1396	624	0.783348870965
1396	684	0.489384248314
1396	504	1.17298529032
1396	204	1.58132537157
1396	444	1.25314160476
1396	384	1.27882527273
1396	564	0.928958652289
1396	24	1.85482494665
1396	264	1.36939742974
1396	144	1.46012811035
1396	84	1.75746342742
1396	324	1.39357738534
1312	276	1.8664670132
1312	336	2.08819205602
1432	204	1.37194137096
1432	264	1.2838807531
1432	324	1.13745038633
1312	480	1.68219514863
1324	12	2.0753643498
1312	660	0.626280835982
1324	132	1.86132761902
1324	72	1.9450050377
1312	600	0.821365141943
1312	540	1.29341204479
1432	216	1.44542882062
1444	204	1.20871747993
1444	264	1.2633635479
1444	144	1.38195331601
1432	336	1.22037281902
1432	276	1.34746601711
1444	384	1.08599074746
1444	324	1.16777231216
1444	684	0.660242843787
1444	504	1.08715397527
1444	564	0.826366041366
1444	444	0.972671618999
1456	36	1.29945986377
1444	624	0.786408634611
1456	96	1.21872895578
1480	660	0.749688256555
1480	540	0.915008418931
1480	480	0.85307208501
1480	360	1.0259892011
1480	600	0.768619860731
1480	300	1.0739488667
1480	180	1.14043671164
1480	420	0.85307208501
1480	240	1.10348763864
1456	276	1.14660232723
1456	396	0.998464107586
1456	336	1.0745855608
1456	156	1.32497816372
1456	216	1.22297491772
1456	456	0.909846522949
1456	516	0.943579820836
1456	696	0.648683641682
1456	576	0.80885673046
1468	48	1.27506898289
1468	108	1.28300787854
1456	636	0.707431643265
1468	588	0.804287223827
1468	348	1.06117088209
1480	0	1.05918655448
1468	288	1.1204936992
1468	528	0.789441072944
1480	60	1.11826391811
1468	168	1.18781607323
1468	468	0.981647470941
1468	408	0.954597448727
1468	648	0.702928954897
1468	228	1.18781607323
1480	120	1.21441534523
1492	672	0.665797189717
1504	504	0.748374448628
1504	24	1.02087871327
1504	84	1.10781909941
1504	324	0.934104349503
1504	144	1.00479625291
1504	444	0.882769819956
1504	204	1.02087871327
1504	384	0.908428491934
1504	264	0.934104349503
1492	612	0.73633988409
1528	468	0.798772612347
1528	168	0.995410048877
1492	312	1.09017140247
1492	132	1.11429961415
1492	492	0.798276688712
1492	12	1.06605517616
1492	72	1.1798480271
1492	432	0.935365564623
1516	696	0.562793497442
1504	624	0.677947550467
1516	396	0.845241825472
1528	108	1.01794080244
1492	372	0.931931944388
1516	636	0.617647334454
1492	552	0.819681469314
1516	336	0.929212611009
1516	576	0.615444602741
1492	252	1.02474209088
1516	216	0.944226232839
1492	192	1.05228000558
1528	408	0.849241747563
1516	36	1.01335635386
1528	288	0.902589428188
1504	684	0.574580412819
1504	564	0.617784749738
1528	348	0.905399203955
1516	456	0.833261508745
1516	156	0.953236995258
1528	48	0.686077213761
1516	96	0.98929889213
1516	516	0.680905615996
1528	228	0.919450976464
1516	276	0.93822013185
1432	228	1.35725489335
1312	288	1.93292020859
1312	348	1.88861165065
1432	348	1.05468512658
1432	288	1.27899271241
1444	276	1.27703405339
1444	216	1.31350563317
1444	156	1.33631252358
1444	336	1.14958579306
1444	396	1.13140647063
1444	696	0.65030892698
1444	576	0.849697319594
1444	636	0.819702987064
1444	456	1.0536297317
1456	108	1.24420988941
1456	48	1.29520791707
1444	516	0.990000754166
1480	672	0.668687803349
1480	552	0.890571253165
1480	492	0.860413391072
1480	372	1.0259892011
1480	612	0.72536448624
1480	432	1.00755723445
1480	192	1.15522403642
1480	252	1.04074048321
1480	312	1.00387180904
1456	288	1.14660232723
1492	684	0.592928508528
1456	228	1.2739530012
1504	516	0.764343990285
1456	168	1.22722122606
1456	408	0.922492648345
1504	336	0.9148458721
1504	456	0.844315615588
1456	348	1.17628877412
1504	276	0.930893950784
1468	0	1.2591945057
1456	468	0.973122809136
1504	36	1.07238015835
1456	648	0.673402951249
1456	528	0.905632197668
1504	396	0.847518531198
1468	120	1.22745908964
1504	216	1.14005758358
1504	156	0.713607846139
1456	588	0.8532801024
1468	60	1.2591945057
1504	96	1.01122854695
1468	600	0.769498239791
1468	540	0.830402752261
1468	360	1.05721882155
1468	660	0.665372534212
1480	12	1.06287668244
1468	420	0.891583170069
1480	132	1.15152680121
1468	240	1.20366970296
1480	72	1.14043671164
1468	180	1.23142501293
1528	480	0.770766286095
1468	480	0.887648555142
1468	300	1.12840916432
1528	180	0.625927703616
1492	624	0.743907814188
1492	504	0.805117769119
1516	588	0.582784188627
1528	120	0.95319440018
1516	648	0.639622247634
1492	144	1.100510619
1492	84	1.18675255941
1492	24	1.13154118369
1492	324	0.980029754641
1528	360	0.843630552653
1528	0	1.02921013833
1492	564	0.860159203532
1492	444	0.832496974479
1528	420	0.846436043284
1492	384	0.959409338529
1492	264	1.04883685307
1528	300	0.857660132257
1528	240	0.984148716814
1528	60	0.72625353367
1492	204	1.02818340836
1516	408	0.776412687609
1504	576	0.762802447039
1516	348	0.872212155864
1516	228	0.926210542909
1516	48	0.995312067373
1516	288	0.929212611009
1516	528	0.798317145317
1516	168	0.926210542909
1516	108	0.675503996731
1516	468	0.737574685257
1504	696	0.516052279571
1432	240	1.43562533104
1504	636	0.551187146714
1432	360	1.10335059666
1432	300	1.18133192727
1444	288	1.18141682858
1444	228	1.29070804443
1444	168	1.32262728597
1444	348	1.04062380855
1444	408	1.13140647063
1444	588	0.963237464323
1444	648	0.716611800445
1456	0	1.37604783624
1444	468	0.891299673888
1456	60	1.30371212814
1456	120	1.28670498265
1444	528	1.01343243174
1480	684	0.59062274189
1480	564	0.866148873067
1480	504	0.805394648032
1480	264	1.12934907246
1480	384	0.941270989042
1480	624	0.801099508546
1480	444	0.882446989308
1480	324	1.03336421539
1480	204	1.14413313757
1540	600	0.506328996019
1540	300	0.826154818582
1540	540	0.663131615239
1540	420	0.67886931865
1540	660	0.634857242163
1540	480	0.697241371348
1540	360	0.836699990033
1492	696	0.537801152949
1504	528	0.754761219203
1504	348	1.01122854695
1504	288	0.902012185641
1504	48	1.0562799508
1504	408	0.905220203877
1504	468	0.873152393228
1504	108	0.953372116219
1504	168	0.966222322525
1504	228	1.08526414287
1456	300	1.1296469544
1456	180	1.2739530012
1456	420	0.926709062004
1456	240	1.16780507273
1528	492	0.776365637534
1456	360	0.935143427107
1468	612	0.711603244579
1456	600	0.893734567572
1468	12	1.25125894407
1456	660	0.68267905886
1456	540	0.846689017611
1456	480	0.930925989355
1528	192	0.888543490576
1468	72	1.27109994748
1492	636	0.635619003211
1468	132	1.18385342394
1468	552	0.8972285352
1492	516	0.747018508394
1480	24	1.14782983451
1468	252	1.17196731885
1516	600	0.674818518797
1468	672	0.685588610817
1468	432	0.891583170069
1516	660	0.593496422567
1468	312	1.08884521994
1468	372	1.01771832332
1468	492	0.809057136519
1480	144	1.17371419771
1528	432	0.779165676375
1468	192	1.09675530522
1492	576	0.829796868043
1492	336	0.962845349465
1528	132	0.950381438122
1480	84	1.19591100183
1528	372	0.852047664483
1492	156	1.04195132461
1528	252	0.95319440018
1528	312	0.846436043284
1528	12	1.01794080244
1492	396	0.907905258704
1492	36	1.09361756488
1528	72	0.686077213761
1492	456	0.832496974479
1492	96	1.19365795811
1492	216	0.993782412688
1492	276	1.06949960302
1516	420	0.800337110923
1504	588	0.706206892764
1504	648	0.605076586364
1516	120	1.05849731606
1516	540	0.663035157967
1516	0	1.03140764065
1516	60	1.01335635386
1516	240	0.98629260593
1516	360	0.854229712999
1516	180	0.959245232883
1516	300	0.965254311777
1516	480	0.815298774382
1444	180	1.32718866586
1444	300	1.19506523886
1444	240	1.34543783338
1312	360	1.82957394468
1312	300	1.92553368958
1444	360	1.04062380855
1444	420	1.07374146564
1444	540	0.933149674093
1444	600	0.926466601792
1456	72	1.28245399795
1444	480	1.01343243174
1456	132	1.29945986377
1444	660	0.749827000202
1456	12	1.312217604
1480	276	1.07025784003
1480	576	0.765914661034
1480	216	1.15522403642
1480	336	1.0149290582
1480	696	0.644434067657
1480	396	0.893469115601
1480	636	0.730768089072
1480	456	0.875100862505
1480	516	0.838394431575
1552	492	0.712554977018
1552	612	0.51735882014
1552	552	0.605001915389
1504	0	1.03053092508
1504	300	0.866742193201
1504	120	1.02409589129
1504	540	0.681402213404
1504	360	0.918054961527
1504	240	0.985504984959
1504	60	0.720160732054
1504	180	0.710332008467
1504	480	0.889182838469
1504	420	0.873152393228
1516	672	0.578139960532
1528	204	0.958820864373
1516	612	0.681422581407
1456	372	0.994239385931
1528	504	0.675735648
1456	252	1.28670498265
1492	528	0.73677789591
1528	144	0.680342555309
1456	432	1.00268929144
1456	612	0.834624173747
1528	444	0.714828232155
1528	384	0.854853793045
1456	192	1.2357148751
1468	24	1.23539122563
1468	84	1.28300787854
1528	324	0.888543490576
1492	648	0.675864145324
1456	672	0.68267905886
1492	348	0.942233716364
1492	588	0.827267761424
1528	264	0.852047664483
1456	552	0.924882904684
1468	144	1.16008400916
1456	312	1.18053117499
1456	492	0.922492648345
1528	24	0.683209729594
1528	84	0.961634364995
1492	48	1.12119553815
1468	324	1.06117088209
1468	684	0.668259577728
1492	408	0.997221278476
1492	468	0.866753186197
1492	168	1.09361756488
1492	108	1.15913970173
1468	444	0.828686342483
1492	288	1.04195132461
1468	564	0.847823925065
1480	36	1.13304467781
1492	228	0.938799489142
1480	96	1.28478747846
1468	384	1.08884521994
1468	624	0.740536657675
1468	504	0.879780711307
1468	264	1.17989108079
1480	156	1.22922330625
1468	204	1.05721882155
1540	432	0.720879918545
1540	312	0.836699990033
1540	672	0.561425889765
1540	612	0.454341352579
1540	492	0.67886931865
1540	552	0.584589997055
1540	372	0.7787399322
1516	432	0.833261508745
1504	660	0.652067414877
1516	72	1.00734080504
1516	132	1.08258946805
1504	600	0.762802447039
1516	552	0.600592808596
1516	12	1.02238113331
1516	312	0.866217031834
1516	192	0.977274963573
1516	252	0.959245232883
1516	492	0.755493720451
1516	372	0.836256205508
1444	192	1.19506523886
1444	312	1.17232004768
1444	252	1.25425184053
1444	372	1.08145181043
1444	432	1.03155653726
1552	504	0.690521526758
1444	552	0.939833888208
1456	84	1.21448334195
1444	492	0.943176419827
1444	672	0.680123177306
1480	288	1.02967655075
1444	612	0.839696206381
1456	144	1.29945986377
1456	24	1.35476355192
1480	228	1.15892153894
1480	528	0.794402655521
1480	648	0.72266305105
1480	588	0.86886172239
1480	408	0.882446989308
1492	0	1.08327981246
1480	348	1.06287668244
1480	468	0.915523714273
1552	564	0.522218144978
1552	624	0.572881810718
1504	132	0.654707315928
1504	312	0.953372116219
1504	252	1.00158045409
1504	12	1.04662241634
1504	72	0.746388042622
1504	552	0.643210887418
1504	372	0.985504984959
1504	432	0.805904341072
1504	492	0.84111299793
1504	192	1.05306055492
1528	216	0.888543490576
1516	684	0.558410684192
1516	624	0.655015252921
1492	540	0.73677789591
1528	516	0.631129416882
1528	156	1.01794080244
1528	456	0.765167911343
1528	336	0.913829692126
1528	396	0.829606340025
1528	96	0.970075932
1528	276	0.896970462267
1528	36	0.686077213761
1492	480	0.849620719099
1492	660	0.693490046126
1456	384	0.981568022153
1492	300	0.980029754641
1456	264	1.20174860661
1492	360	0.866753186197
1492	420	0.904474131457
1492	600	0.759049015801
1492	180	1.01786025872
1456	204	1.26970299223
1468	336	1.092800091
1492	60	1.10740463829
1492	120	1.22819769987
1456	624	0.847060353394
1456	444	0.930925989355
1492	240	0.966281652393
1468	36	1.24729158693
1468	96	1.33861018765
1456	684	0.704336300951
1456	504	1.04970860861
1456	564	0.831515828693
1456	324	1.10422557364
1480	48	1.09610120572
1468	156	1.11257955864
